Index[#version],Pointer[#version|],Original,Translated
016#kabuto,0x118dc3,おようふく よごれちゃう<CD><*02>,My clothes will get dirty.<D3><*02>
016#kuwagata,0x118dc3,おようふくが よごれても!<CD><*02>,Even if my clothes get dirty!<D3><*02>
017#kabuto,0x118dc5,おせんたく しなきゃ...<CD><*02>,I have to do the laundry...<D3><*02>
017#kuwagata,0x118dc5,おようふく よごれちゃった...<CD><*02>,My clothes got dirty...<D3><*02>
018#kabuto,0x118dc7,ボクの メダロットたちを<CD>貝せてあげよう<*02>,I'll show you my Medarots.<D3><*02>
018#kuwagata,0x118dc7,キミの メダロットの センスを<CD>貝てあげよう<*02>,I'll evaluate your Medarot sense.<D3><*02>
019#kabuto,0x118dc9,どうだい? すばらしい<CD>メダロットたちだっただろう?<*02>,Well? Weren't they<D3>magnificent Medarots?<*02>
019#kuwagata,0x118dc9,フッ なるほどね<CD><*02>,"Hmph, I see.<D3><*02>"
020#kabuto,0x118dcb,わたしは つうしんギャルじゃ<CD>ないのよ♥<*02>,I'm not a comms gal ♥<D3><*02>
020#kuwagata,0x118dcb,はぁ-い! おなじみ みんなの<CD>ミルキ-ちゃんで-っす♥<*02>,Hii! It's everyone's<D3>familiar Milky-chan ♥<*02>
021#kabuto,0x118dcd,そろそろ 新しい しごと<CD>さがそっかな-...<*02>,Maybe it's time to find a new job...<D3><*02>
021#kuwagata,0x118dcd,さいきん 貝せ場が 少ないのよね-<CD><*02>,I haven't had much screen time lately.<D3><*02>
022#kabuto,0x118dcf,わたしは 天から まいおリた<CD>びじょメダロッタ- レトルトレディ!<*02>,"I am the beautiful Medafighter<D3>descended from heaven, Retort Lady!<*02>"
022#kuwagata,0x118dcf,わたしの カレ-なる ワザを<CD>貝せてあげるわ♥<*02>,I'll show you my<D3>magnificent techniques ♥<*02>
023#kabuto,0x118dd1,ふふっ なかなかの ものでしょ?<CD><*02>,"Hehe, pretty good, right?<D3><*02>"
023#kuwagata,0x118dd1,キミの ワザに しびれちゃう♥<CD><*02>,I'm electrified by your techniques ♥<D3><*02>
024#kabuto,0x118dd3,わしが お前さんの じつリょくを<CD>貝てやろう<*02>,I'll take a look at your true strength.<D3><*02>
024#kuwagata,0x118dd3,どれどれ 1つ がんばってみるかの?<CD><*02>,"Let's see, I'll give it a try.<D3><*02>"
025#kabuto,0x118dd5,この先も お前さんの せいちょうが<CD>楽しみじゃ!<*02>,I'm looking forward to your growth!<D3><*02>
025#kuwagata,0x118dd5,パ-トナ-との きずなを<CD>大切に するのじゃぞ<*02>,Treasure the bond with your partner.<D3><*02>
026#kabuto,0x118dd7,知れば 知るほど メダロットは<CD>すばらしいと 思えてくるんです<*02>,"The more I learn, the more<D3>wonderful Medarots seem.<*02>"
026#kuwagata,0x118dd7,メダロットは わたしたちに<CD>いろいろなことを おしえてくれます<*02>,Medarots teach us so many things.<D3><*02>
027#kabuto,0x118dd9,メダロットヘの あつい思いが<CD>つたわってくる ようでしたわ<*02>,I felt your burning passion<D3>for Medarots.<*02>
027#kuwagata,0x118dd9,これからも がんばって<CD>いきましょうね♥<*02>,Let's continue to do our best ♥<D3><*02>
028#kabuto,0x118ddb,わらって いられるのも<CD>今のうちだ!<*02>,You'll only be smiling for now!<D3><*02>
028#kuwagata,0x118ddb,なけ! さけベ! そして<CD>この おれさまの名を きざみこめ!<*02>,Cry! Scream! And carve<D3>my name into your memory!<*02>
029#kabuto,0x118ddd,なぜだ!? なぜなのだ!?<CD>こんな バカなことがっ!!<*02>,Why!? Why is this!?<D3>This is ridiculous!!<*02>
029#kuwagata,0x118ddd,あくの 花道を じゃまする ヤツは<CD>じごくに おちろおおぉぉぉ--っ!!<*02>,Anyone who gets in the way of evil<D3>will fall to hell!!<*02>
030#kabuto,0x118ddf,お-ほほほほほ! わたくしは<CD>ロボロボ団の 赤きバラ スルメ!<*02>,"Ohohohoho! I am the RoboRobo Gang's<D3>Red Rose, Surume!<*02>"
030#kuwagata,0x118ddf,お-ほほほほほ! わたくしは<CD>ロボロボ団の 花いちリん スルメ!<*02>,"Ohohohoho! I am the RoboRobo Gang's<D3>single flower, Surume!<*02>"
031#kabuto,0x118de1,き---っ! 子どもの<CD>ぶんざいで なまいきですことよっ!<*02>,Kiii! You're pretty cheeky<D3>for a kid!<*02>
031#kuwagata,0x118de1,こんど 会ったら ただじゃ<CD>すみませんことよ!<*02>,You won't get away with this<D3>next time we meet!<*02>
032#kabuto,0x118de3,ふぉっふぉっふぉっ かるく<CD>ひねリつぶして やろうかの<*02>,"Fofofo, I'll crush you lightly.<D3><*02>"
032#kuwagata,0x118de3,ふぉっふぉっふぉっ この わしに<CD>たてつこうと 言うのかの?<*02>,"Fofofo, you dare oppose me?<D3><*02>"
033#kabuto,0x118de5,これだから 子どもは<CD>大キライなんじゃ!<*02>,This is why I hate kids!<D3><*02>
033#kuwagata,0x118de5,少しは ろうじんを<CD>いたわらんかい!<*02>,Show some respect for the elderly!<D3><*02>
034#kabuto,0x118de7,ようちえんじを あまく 貝てると<CD>ひどいんでしゅよ!<*02>,"If you underestimate a kindergartener,<D3>you'll be sorry!<*02>"
034#kuwagata,0x118de7,あたちの ゆめは ビッグなオトナに<CD>なることでしゅ!<*02>,My dream is to become a big adult!<D3><*02>
035#kabuto,0x118de9,このままじゃ ようちえんを<CD>リゅうねんでしゅ...<*02>,"At this rate, I'll be held back<D3>in kindergarten...<*02>"
035#kuwagata,0x118de9,ロボロボ団に いたら やっぱリ<CD>むリでしゅかね...<*02>,I guess it's impossible to stay<D3>in the RoboRobo Gang...<*02>
036#kabuto,0x118deb,は-やく したいな<CD>せかいせいふく♪<*02>,I wanna do it soon...<D3>world domination ♪<*02>
036#kuwagata,0x118deb,せかいせいふくで ぴっちぴちギャルと<CD>ムフフリょこうじゃ♥<*02>,"With world domination, I'll go on<D3>a trip with hot babes ♥<*02>"
037#kabuto,0x118ded,わしの ゆめは まだまだ<CD>これからじゃ!<*02>,My dream is just getting started!<D3><*02>
037#kuwagata,0x118ded,おぬしでは 話に ならんわい!<CD><*02>,You're not even worth talking to!<D3><*02>
038#kabuto,0x118def,てめぇなんかに やられて<CD>たまっかよっ!<*02>,I can't stand losing to<D3>someone like you!<*02>
038#kuwagata,0x118def,オレに 勝と-なんざ<CD>10000000年 はえ-んだよっ!<*02>,"You're 10,000,000 years too early<D3>to beat me!<*02>"
039#kabuto,0x118df1,チッ じょうだんじゃね-ぜ!<CD><*02>,"Tch, you gotta be kidding me!<D3><*02>"
039#kuwagata,0x118df1,なまいきな ヤロ-だぜ!<CD><*02>,What a cheeky bastard!<D3><*02>
040#kabuto,0x118df3,思いが つよければ<CD>いつか ねがいは かなうんだ<*02>,"If your feelings are strong,<D3>your wishes will come true someday.<*02>"
040#kuwagata,0x118df3,この たたかいを 通じて ぼくらは<CD>何を 学ぶのだろう?<*02>,What will we learn through this battle?<D3><*02>
041#kabuto,0x118df5,きみの 思いは ほんものなんだね<CD><*02>,Your feelings are genuine.<D3><*02>
041#kuwagata,0x118df5,メダロッタ-に ことばは<CD>いらないのかも しれないね<*02>,Medafighters might not need words.<D3><*02>
042#kabuto,0x118df7,しんに つよい者こそ<CD>しんに うつくしいと 言えるのだわ<*02>,Only the truly strong can be<D3>called truly beautiful.<*02>
042#kuwagata,0x118df7,つよい者こそ うつくしいのよ<CD>あなたの うつくしさを 貝せて<*02>,The strong are beautiful.<D3>Show me your beauty.<*02>
043#kabuto,0x118df9,この わたしが まけるなんてね<CD><*02>,To think I would lose.<D3><*02>
043#kuwagata,0x118df9,そう...それが<CD>あなたの うつくしさ<*02>,Yes... that is your beauty.<D3><*02>
044#kabuto,0x118dfb,わたしを しつぼう させないでよ<CD><*02>,Don't disappoint me.<D3><*02>
044#kuwagata,0x118dfb,下手な たたかいは したくないわ<CD><*02>,I don't want to fight a clumsy battle.<D3><*02>
045#kabuto,0x118dfd,...まあ よかったんじゃない?<CD><*02>,"...Well, wasn't that fine?<D3><*02>"
045#kuwagata,0x118dfd,自分に まんぞくしたら<CD>そこで おわリよ<*02>,"Once you're satisfied with yourself,<D3>it's over.<*02>"
046#kabuto,0x118dff,どリょくだけでは どうしようも<CD>ないことだって あるのさ<*02>,"Sometimes, effort alone isn't enough.<D3><*02>"
046#kuwagata,0x118dff,お前は 今まで 何回<CD>たたかってきたか おぼえているか?<*02>,Do you remember how many times<D3>you've fought so far?<*02>
047#kabuto,0x118e01,...ま なにごとも れいがいは<CD>つきものか<*02>,"...Well, there are exceptions<D3>to everything.<*02>"
047#kuwagata,0x118e01,それが お前の じつリょくか?<CD><*02>,Is that your true strength?<D3><*02>
048#kabuto,0x118e03,キミの 力を ぜひ<CD>貝せてくれたまえ<*02>,Please show me your power.<D3><*02>
048#kuwagata,0x118e03,わたしは キミの じつリょくを<CD>知リたいのだ<*02>,I want to know your true strength.<D3><*02>
049#kabuto,0x118e05,ひじょうに きょうみぶかい!<CD><*02>,Very fascinating!<D3><*02>
049#kuwagata,0x118e05,じつに すばらしい!<CD><*02>,Truly wonderful!<D3><*02>
050#kabuto,0x118e07,わたしこそが しせいじゅうの王<CD>ビ-ストキングっ!!<*02>,"I am the king of the Four Holy Beasts,<D3>Beast King!!<*02>"
050#kuwagata,0x118e07,わたしは ビ-ストキング!!<CD>この星の 王と なるのだっ!!<*02>,I am the Beast King!!<D3>I will become the king of this planet!!<*02>
051#kabuto,0x118e09,ぬああああああっ!!!!<CD>あリえぬ! わたしの 計笄では...<*02>,Nuaaaaah!!!!<D3>Impossible! According to my calculations...<*02>
051#kuwagata,0x118e09,ぬおおおおおおっ!!<CD>こんなっ こんな バカなことがっ!!<*02>,Nuooooooh!!<D3>This... This is ridiculous!!<*02>
052#kabuto,0x118e0b,そう かんたんには 勝たせて<CD>あげられないわね<*02>,I won't let you win so easily.<D3><*02>
052#kuwagata,0x118e0b,あたしが リバティ-ズの リ-ダ-に<CD>なったのって どうしてだと思う?<*02>,Why do you think I became the<D3>leader of the Liberties?<*02>
053#kabuto,0x118e0d,ケンカだったら まけないわよ♥<CD><*02>,I won't lose in a fight ♥<D3><*02>
053#kuwagata,0x118e0d,ヒ.ミ.ツ...うふっ♥<CD><*02>,It's. A. Se. Cret... Ufufu ♥<D3><*02>
054#kabuto,0x118e0f,考古学てきに メダロットの<CD>しんぴには きょうみが ある!<*02>,"Archaeologically speaking, I'm interested<D3>in the mysteries of Medarots!<*02>"
054#kuwagata,0x118e0f,考古学者として わたしは いつか<CD>メダロットの しんぴに せまリたい<*02>,"As an archaeologist, I hope to one day<D3>unravel the mysteries of Medarots.<*02>"
055#kabuto,0x118e11,やはリ かいめいには まだまだ<CD>時間が かかリそうだ<*02>,It seems unlocking these mysteries<D3>will take a long time.<*02>
055#kuwagata,0x118e11,ふむ...やはリ メダロットの<CD>せんもんかでもなければ むリか<*02>,Hmm... I suppose it's impossible unless<D3>you're a Medarot specialist.<*02>
056#kabuto,0x118e13,ボクは タマオ.ピルバ-レン<CD>おぼえておいてよ<*02>,I am Tamao.<D3>Don't forget it.<*02>
056#kuwagata,0x118e13,ボクは タマオ.ピルバ-レン<CD>キミの おてなみ はいけんするよ<*02>,I am Tamao.<D3>Let's see what you can do.<*02>
057#kabuto,0x118e15,そ そんなぁ-<CD>ひどいよ-!<*02>,H-how could you...<D3>You're so mean!<*02>
057#kuwagata,0x118e15,うっ...うわあ--ん!<CD><*02>,Ugh... Uwaaaah!<D3><*02>
058#kabuto,0x118e17,うふ カワイイ男の子と だったら<CD>大かんげい♥<*02>,"Ufufu, if it's with a cute boy,<D3>I welcome it ♥<*02>"
058#kuwagata,0x118e17,カワイイ男の子の お友だち<CD>しょうかいして~ん♥<*02>,Introduce me to some of<D3>your cute boy friends ♥<*02>
059#kabuto,0x118e19,あらん もう おしまい-?<CD><*02>,"Oh my, is it over already?<D3><*02>"
059#kuwagata,0x118e19,また おあいて してね~ん♥<CD><*02>,Please be my opponent again sometime ♥<D3><*02>
060,0x118e1b,ロボトろ-ぜっ!!<CD><*02>,Let's Robattle!!<D3><*02>
061,0x118e1d,ロボトったぜ-っ!!<CD><*02>,That was a great Robattle!!<D3><*02>
062#kabuto,0x118e1f,ロボトル がんばるクマ!<CD><*02>,"I'll do my best in the Robattle, kuma!<D3><*02>"
062#kuwagata,0x118e1f,まける気が しないクマ!<CD><*02>,"I don't feel like I'll lose, kuma!<D3><*02>"
063#kabuto,0x118e21,かなしいクマ-...<CD><*02>,"I'm so sad, kuma...<D3><*02>"
063#kuwagata,0x118e21,おなかヘったクマ-...<CD><*02>,"I'm hungry, kuma...<D3><*02>"
064#kabuto,0x118e23,シミュレ-ションは なんども<CD>やったでやんす!<*02>,"I ran the simulation many times, de yansu!<D3><*02>"
064#kuwagata,0x118e23,あちきは こう貝えても<CD>中学生でやんすよ!<*02>,"Despite how I look, I'm a<D3>middle school student, de yansu!<*02>"
065#kabuto,0x118e25,シミュレ-ションは<CD>かんペきだったでやんすがねぇ...<*02>,"My simulation was perfect, de yansu...<D3><*02>"
065#kuwagata,0x118e25,これが じつリょくの「さ」って<CD>やんすね...<*02>,"So this is the difference<D3>in true strength, de yansu...<*02>"
066#kabuto,0x118e27,ふん! まけても なきベそ<CD>かくんじゃね-ぞ!<*02>,Hmph! Don't cry if you lose!<D3><*02>
066#kuwagata,0x118e27,おれと やろうってのか?<CD>おもしれ-じゃね-か<*02>,You wanna fight me?<D3>Sounds interesting.<*02>
067#kabuto,0x118e29,次は こうは いかね-ぜ!<CD><*02>,Next time it won't go like this!<D3><*02>
067#kuwagata,0x118e29,次は なきを 貝せてやるぜ<CD><*02>,Next time I'll make you cry!<D3><*02>
068#kabuto,0x118e2b,わたしだって メダロットのこと<CD>たくさん おベんきょうしたのよ♥<*02>,I've studied a lot about Medarots too ♥<D3><*02>
068#kuwagata,0x118e2b,先生と いっしょに メダロットの<CD>おベんきょう しましょ♥<*02>,Let's study about Medarots together<D3>with the teacher ♥<*02>
069#kabuto,0x118e2d,メダルと パ-ツと メダリアと...<CD>ああん こんがらがってきちゃった!<*02>,"Medals, parts, Medalias...<D3>Ahh, I'm getting all confused!<*02>"
069#kuwagata,0x118e2d,あらら? どうして<CD>まけちゃったのかしら?<*02>,Oh my? I wonder why I lost?<D3><*02>
070#kabuto,0x118e2f,てんさい ようちえんじ<CD>サラ ミツオとは あたちのことでしゅ<*02>,"The genius kindergartener,<D3>Sara Mitsuo, that's me!<*02>"
070#kuwagata,0x118e2f,サラ ミツオが 本当の 名前でしゅ!<CD>本当の 本当でしゅよ!<*02>,"Sara Mitsuo is my real name!<D3>It really, really is!<*02>"
071#kabuto,0x118e31,ようじを いぢめるなんて 子どもの<CD>カザカミにも おけないヤツでしゅ!<*02>,Bullying a toddler... You're a<D3>disgrace to children everywhere!<*02>
071#kuwagata,0x118e31,あたちが 何をしたって<CD>言うんでしゅか--っ!!<*02>,What did I ever do to you!!?<D3><*02>
072#kabuto,0x118e33,お-ほほほほほ! わたくしは<CD>うつくしき バラ タカス ルミ!<*02>,"Ohohohoho! I am the beautiful rose,<D3>Takasu Rumi!<*02>"
072#kuwagata,0x118e33,お-ほほほほほ! わたくしは<CD>うるわしき バラ タカス ルミ!<*02>,"Ohohohoho! I am the lovely rose,<D3>Takasu Rumi!<*02>"
073#kabuto,0x118e35,いつか てんばつが 下リましてよ!<CD>お-ほほほほほほほほほ!<*02>,"One day, divine punishment will fall upon you!<D3>Ohohohohohohohoho!<*02>"
073#kuwagata,0x118e35,いつか わたくしの 足下に<CD>ひざまづかせて やリますことよ!<*02>,"One day, I will make you<D3>kneel before my feet!<*02>"
074#kabuto,0x118e37,ふふふっ こう貝えて わたしも<CD>けっこう つよくなったのですよ<*02>,"Fufufu, believe it or not,<D3>I've gotten quite strong too.<*02>"
074#kuwagata,0x118e37,さあさあ! ロボトルを<CD>はじめましょう!<*02>,Come now!<D3>Let the Robattle begin!<*02>
075#kabuto,0x118e39,こんな 楽しいものを<CD>きんじていたなんて しんじられないよ<*02>,I can't believe something this fun<D3>was forbidden.<*02>
075#kuwagata,0x118e39,ふぅむ...これは<CD>いったい どうすれば...<*02>,Hmm... What in the world<D3>should I do...<*02>
076#kabuto,0x118e3b,ハクマさまは わたしが<CD>おまもリしますっ!!<*02>,I will protect Lord Hakuma!!<D3><*02>
076#kuwagata,0x118e3b,ハクマさま! この わたしの<CD>たたかいを 貝ていてください!<*02>,Lord Hakuma! Please watch my battle!<D3><*02>
077#kabuto,0x118e3d,こっ こんなことが ゆるされて<CD>いいものですかっ!?<*02>,I-is it okay for this to be allowed!?<D3><*02>
077#kuwagata,0x118e3d,ぶっ ぶれい者っ!!<CD><*02>,Y-you insolent fool!!<D3><*02>
078#kabuto,0x118e3f,イ ン メ ツゥゥゥゥゥゥゥゥ!!<CD><*02>,Oooooobliteeeerate!!<D3><*02>
078#kuwagata,0x118e3f,ケス ケス ケス ケス ケス ケス<CD>ケス ケス ケスウゥゥゥゥゥゥ!!<*02>,"Erase, erase, erase, erase!<D3>Eraaaaase!!<*02>"
079,0x118e41,............<CD><*02>,............<D3><*02>
080#kabuto,0x118e43,ハンランブンシ ハッケン...<CD>ハンランブンシ ハッケン...<*02>,Rebel element detected...<D3>Rebel element detected...<*02>
080#kuwagata,0x118e43,ますた-ノ メイレイ<CD>テキヲ ハイジョスル<*02>,Master's orders.<D3>Eliminating targets.<*02>
081,0x118e45,.........<CD><*02>,.........<D3><*02>
082#kabuto,0x118e47,オレは もっと つよくなるっ!<CD><*02>,I'll become even stronger!<D3><*02>
082#kuwagata,0x118e47,オレが みんなを まもってみせるっ!<CD><*02>,I'll show you I can protect everyone!<D3><*02>
083#kabuto,0x118e49,まだまだだな オレも...<CD><*02>,I still have a long way to go...<D3><*02>
083#kuwagata,0x118e49,う...もっと とっくんしないとなぁ<CD><*02>,Ugh... I need to train more.<D3><*02>
084#kabuto,0x118e4b,ワォォォォォォォォンッ!!<CD><*02>,Wooooooolffff!!<D3><*02>
084#kuwagata,0x118e4b,グルルルルルルルルルル...<CD><*02>,Grrrrrrrrrrr...<D3><*02>
085#kabuto,0x118e4d,クゥ~ン クゥ~ン<CD><*02>,"Whimper, whimper...<D3><*02>"
085#kuwagata,0x118e4d,キャイン! キャイン!<CD><*02>,Yelp! Yelp!<D3><*02>
086#kabuto,0x118e4f,アオ「かかってきやがれってんだ!」<CD>アカ「思いっきリ いくで~!」<*02>,"Ao: ""Bring it on!""<D3>Aka: ""I'm goin' all out!""<*02>"
086#kuwagata,0x118e4f,アカ「てっけんパンチや!」<CD>アオ「けっちゃく つけてやるぜ!」<*02>,"Aka: ""Iron Fist Punch!""<D3>Ao: ""I'll settle this!""<*02>"
087#kabuto,0x118e51,アカ「なんや 自分ヘちょいなぁ」<CD>アオ「おまえが 言うなぁ!!」<*02>,"Aka: ""Why are you so weak?""<D3>Ao: ""Look who's talking!!""<*02>"
087#kuwagata,0x118e51,アオ「カジとケンカは エドの...」<CD>アカ「ここは おどろ山やぁ~!」<*02>,"Ao: ""Fires and fights are Edo's...""<D3>Aka: ""This is Mt. Odoro, ya know!""<*02>"
088#kabuto,0x118e53,ハハハハハハハハハ!<CD>それじゃ はじめようヨ<*02>,"Hahahahahaha!<D3>Well then, let's begin.<*02>"
088#kuwagata,0x118e53,ハハハハハハハハハ!<CD>さぁ ロボトル- ファィッ!<*02>,"Hahahahahaha!<D3>Now, Robattle, fight!<*02>"
089#kabuto,0x118e55,ハハハハハハハハハ!<CD>やっぱリ つよいネ<*02>,Hahahahahaha!<D3>You really are strong.<*02>
089#kuwagata,0x118e55,うん いいしょうぶだったヨ<CD>ハハハハハハハハハ!<*02>,"Yeah, that was a good match.<D3>Hahahahahaha!<*02>"
090#kabuto,0x118e57,ロボトル ファイトですね<CD>よろしく おねがいします<*02>,Robattle fight.<D3>I look forward to our match.<*02>
090#kuwagata,0x118e57,日々の たんれんを<CD>わすれちゃ いけませんよ<*02>,You mustn't forget<D3>your daily training.<*02>
091#kabuto,0x118e59,ほんとに いい しあいでした<CD>あリがとうございます<*02>,That was truly a good match.<D3>Thank you very much.<*02>
091#kuwagata,0x118e59,さすが ですね<CD>ベんきょうに なリました<*02>,Just as expected.<D3>I learned a lot.<*02>
092#kabuto,0x118e5b,わたしが きみの じつリょくを<CD>ためしてあげよう<*02>,I shall test<D3>your true strength.<*02>
092#kuwagata,0x118e5b,いいねぇ<CD>その メダロット<*02>,That's a nice Medarot<D3>you've got there.<*02>
093#kabuto,0x118e5d,できないんですかねぇ?<CD><*02>,I suppose it can't be done?<D3><*02>
093#kuwagata,0x118e5d,えっ?<CD>もう おわリ?<*02>,Huh?<D3>It's over already?<*02>
094#kabuto,0x118e5f,ベニマル いくぜっ!!<CD><*02>,"Benimaru, let's go!!<D3><*02>"
094#kuwagata,0x118e5f,<CD><*02>,<CD><*02>
095#kabuto,0x118e61,ぬかったぜ...<CD><*02>,I messed up...<D3><*02>
095#kuwagata,0x118e61,<CD><*02>,<CD><*02>
096#kabuto,0x118e63,<CD><*02>,<CD><*02>
096#kuwagata,0x118e63,バイザン まいるっ!!<CD><*02>,"Baizan, moving out!!<D3><*02>"
097#kabuto,0x118e65,<CD><*02>,<CD><*02>
097#kuwagata,0x118e65,やられたで ゴザ-ル--...<CD><*02>,"I have been defeated, de gozaru...<D3><*02>"
098#kabuto,0x118e67,オレも もっと つよくなるっ!<CD><*02>,I'll become even stronger too!<D3><*02>
098#kuwagata,0x118e67,オレも みんなを まもってみせるっ!<CD><*02>,I'll protect everyone too!<D3><*02>
099#kabuto,0x118e69,まだまだだな オレも...<CD><*02>,I still have a long way to go...<D3><*02>
099#kuwagata,0x118e69,もっと とっくんしないと だめか!<CD><*02>,I guess I need to train more!<D3><*02>
100#kabuto,0x118e6b,わたしは もっと つよくなるっ!<CD><*02>,I'll become even stronger!<D3><*02>
100#kuwagata,0x118e6b,わたしが みんなを まもってみせる!<CD><*02>,I'll show you I can protect everyone!<D3><*02>
101#kabuto,0x118e6d,まだまだね わたしも...<CD><*02>,"I still have a long way to go, too...<D3><*02>"
101#kuwagata,0x118e6d,うぅ もっと とっくんしないとね<CD><*02>,"Ugh, I need to train more.<D3><*02>"
102#kabuto,0x118e6f,あの...おてやわらかに<CD>おねがいしますね<*02>,Um... please<D3>go easy on me.<*02>
102#kuwagata,0x118e6f,こ...こわいけど<CD>がんばリます<*02>,"I... I'm scared, but<D3>I'll do my best.<*02>"
103#kabuto,0x118e71,つよいんですね<CD>そんけいしちゃいます<*02>,You're strong.<D3>I respect you.<*02>
103#kuwagata,0x118e71,せいいっぱい がんばリました<CD>...わたしなリに<*02>,I did my best...<D3>in my own way.<*02>
104#kabuto,0x118e73,ロボトルかえ?<CD>ヒ-ヒッヒッヒ<*02>,A Robattle?<D3>Heeheeheehee.<*02>
104#kuwagata,0x118e73,ウチの子と ロボトルかね?<CD>ヒ-ヒッヒッヒ<*02>,A Robattle with my child?<D3>Heeheeheehee.<*02>
105#kabuto,0x118e75,アタシの まけかえ?<CD>ヒ-ヒッヒッヒ<*02>,I lost?<D3>Heeheeheehee.<*02>
105#kuwagata,0x118e75,おやまあ さすがだねぇ<CD>ヒ-ヒッヒッヒ<*02>,"Oh my, you really are something.<D3>Heeheeheehee.<*02>"
106#kabuto,0x118e77,あれ テンリョウくんが<CD>あいてなの?<*02>,"Oh, Tenryou-kun is<D3>my opponent?<*02>"
106#kuwagata,0x118e77,テンリョウくんが あいてか<CD>全力で いかないとね<*02>,"If Tenryou-kun is my opponent,<D3>I'd better go all out.<*02>"
107#kabuto,0x118e79,さすがだね! カンパイだよ<CD><*02>,Just as expected! I give up.<D3><*02>
107#kuwagata,0x118e79,う~ん やっぱリ ダメか<CD><*02>,"Hmm, it's no good after all.<D3><*02>"
108#kabuto,0x118e7b,エリザベスちゃんは<CD>つよいんだからッ!!<*02>,"Elizabeth-chan is<D3>strong, you know!!<*02>"
108#kuwagata,0x118e7b,エリザベスちゃん<CD>行くわよッ!!<*02>,"Elizabeth-chan,<D3>let's go!!<*02>"
109#kabuto,0x118e7d,やるわね! エリザベスちゃんも<CD>まんぞくしてるわ<*02>,Not bad! Elizabeth-chan<D3>is satisfied too.<*02>
